userName,content
Tron,"Keeps crashing, no amount of trouble shooting can fix it. Definitely not going to waste my money on something that doesn't work."
Chris Floyd,"It kind of depends on what device you use it on, it does not work very well on my Google Chromecast devices, on PC and TV apps I'm not having any major problems."
Charles Woods,great
Rambo 999 (RamboFam999),Not able to even open the app it just stays on the paramount+ screen 😒
Bruce A Underwood,More HALO
amy watkins,"can't play on tv,been trying"
Melissa Pena,Love it
Brandi Garcia,I love this app but lately it has been crashing and shows flash it is getting very frustrating
Tracy Mickelson,"Terrible. There are always delays, audio issues and it takes forever to get something to load. I've uninstalled and reinstalled, used multiple devices and wi-fi's and it is always annoying to use."
Kimberly Burt,Why can't I delete old credit card numbers from my google payment accounts
Carrol Weathermon,"To mine commercials, but has some great programming.."
Christopher Consoli,"Some decent content, but the app itself is absolutely garbage. If watching a series and wanted to go back to an episode, it will return you to the logical starting point, which is, of course, two seconds before the credits automatically go to the following episode. Rewind skips whole minutes at a time and is sluggish to respond and seek doesn't work, so, very frustrating. Aside from a few classic shows and movies ,you should be able to watch everything worth seeing during the free week trial."
Simon Puta,"The programming with CBS is something worth the subscription, but when you look at the reviews and see how far back issues have been reported, you will find that there is not 1 subscriber who will say the issue was resolved. Its very disappointing service, as subscribers you have legitimate issues and instead are either dealt with an automated response sending you to an FAQ site with fixes that don't work. Let me simply put it it's not your internet nor devices. The common denominator is the APP"
Frances Koe,Perfect app
E Hill-Street,"Best ever!! Never had any problems on what ever device I'm watching it on TV, Tablet, Phone or Projector it's great! I've had this app for 3 years or more."
Jimmy Walter,"App constantly freezes and lags no matter what I'm using it on. And even when you pay for no ads, they still show you ads before you start a show."
Keith Birnie,I have about a dozen streaming services...the paramount app is by far the worst. Particularly on the fire stick..the buffering makes shows unwatchable. I think you should reach to the crew that was running the showtime app for some ideas on how to improve this less than optimal performing app.
Amanda Cora Walker,Love this app
Anthony Amato,"Doesn't work on my phone freezes at start animation. yet still has multiple trackers that do work per my tracking identifier app. Support is a bad joke. ""Try restarting your phone. Try uninstall then re install"" that's all with that. Also paid more for no ads but has stupid ads by paramount you are forced to watch before what you selected. Horrible controls and layouts for usability."
April Rocco,Love paramount plus been a subscriber for 2 years. I have seen and enjoyed multiple movies and shows. From new releases to old favorites. Subscribe now for the best.
TT C,"Updates arent fixing the issues! Everything plays way TOO Dark That's w/ my brightness @100%. Plus it fades in & out randomly. Nav bar at bottom stays Lit 24/7. 'Use old Showtime App instead for Par+' Great Layout, Full Info on Shows & Actually Worked. Pay 4 Ad Free w/Showtime but Ads Keep Showing! *Read other reviews/same buggy BS! Emailed support,they will not respond. Some current Series airing on TV atm arent even up to date, missing their recent seasons.*ShowtimeAnytime Back Pls!"
Cha tagg,Good
AZ's Legendary Videoz,"This app has excellent movies and tv shows. BUT the app does crash alot. I recommend that you fix this issue, that way you keep customers. I've also tried all the trouble shoot steps and I'm still having that issue. There are other customers that have the same crashing issue. It sounds like it might be an app bug. Or the software may need to be updated on your side. Please fix this issue. Because I'd like to continue to utilize Paramounts service.."
Donald Armenta,"I. love. This Series...Thanx... ! HAD TA' FINISH WATCHING THIS. EPISODE. IT TOOK ME 61 MINUTES PAST .MY. FREE TRIAL ...! NOT FAIR I. Have to. SUBSCRIBE⁴ MONTHLY ONLY, ANYWAY !"
7up Dnl,I don't get the point of pictures in picture of it just blacks out all the shows.
Shannon Bethea,"I absolutely love my Paramount+ subscription. I get to watch CBS shows without commercials with my plan. It is an excellent streaming source, just 1 flaw...it will get stuck when trying to fast-forward or rewind occasionally. Other than that 1 flaw, it is amazing."
Lesbiana Hermafrodita,What makes me not want to be a customer is when they make it so difficult to cancel and can't change email address either. Otherwise they would get 3 stars. Down grade is the only option that's easy. I got it for southpark and there's not anymore new episodes. And I got it for boxing and there's no more boxing on showtime anymore. I also got it for bellator mma but you took it off my list. I will try to cancel this weekend.Please let me cancel cause I can't pay for May. I want help to cancel it.
Kathleen Czarina Garcia,Love it!
Cara Honey,"Great streaming service! I've really enjoyed the show and movie selections. Some of the videos are available in 4K, Dolby, HDR, and HDR+, and all have HD as the minimum. So, the video quality is great! Especially when compared to other services that only offer SD. 5/5 would recommend ***** ftw"
Sydney J,Always shows an error and will not actually let me open to watch anything.. so what are we paying for!? We should get a discount each month based on how many times it doesn't work; it'd end up being free.
Courtney Cooper,Great informative and badly needed support. Relaxing knowing someone got my back. Thanx
Cara Jones,I love it
natasha friendly,Awesome. No issues
Isaac Aiken,Can't get in touch with Paramount always got to find another way to connect. Still not connecting.
Douglas Bran,great selection of movies and very interesting shows. I recommend the mayor of kingstown
John Sargent (Sarge),"Recently unstable, This app is not working correctly on my TV, often when there is an advertisement it just gets stuck, I can't back out of it to the selection area. I have to completely exit and then reload it and have to hope that that advertisement is no longer in the queue, or I have to replete the process. It took me 1.5 hours to watch a show that would normally only take about 45-50 minutes. It's beyond ridiculous for now, get something better."
Ross North,"This review is in no way about the programming itself. The shows are great which is why it is so frustrating that the app experience is so terrible. I use this app on my phone, tablet and Samsung TV. It is extremely frustrating on all three. About 30% of the time it jumps you back to the place in the program of the first ad after it's done playing you the second or third ad of the show. It crashes constantly especially during any live programming. It gets stuck regularly. No updates, no fixes."
